name,date,unit,year,country
EU166718.1,2003-01-14,Zambia,2003,Zambia
EU166719.1,2003-01-14,Zambia,2003,Zambia
EU166720.1,2003-01-14,Zambia,2003,Zambia
EU166721.1,2003-01-14,Zambia,2003,Zambia
EU166722.1,2003-01-14,Zambia,2003,Zambia
EU166723.1,2003-01-14,Zambia,2003,Zambia
EU166724.1,2003-01-14,Zambia,2003,Zambia
EU166725.1,2003-01-14,Zambia,2003,Zambia
EU166726.1,2003-01-14,Zambia,2003,Zambia
EU166727.1,2003-01-14,Zambia,2003,Zambia
EU166728.1,2003-01-14,Zambia,2003,Zambia
EU166729.1,2003-01-14,Zambia,2003,Zambia
EU166730.1,2003-01-14,Zambia,2003,Zambia
EU166731.1,2003-01-14,Zambia,2003,Zambia
EU166732.1,2003-01-14,Zambia,2003,Zambia
EU166733.1,2003-01-14,Zambia,2003,Zambia
EU166734.1,2003-01-14,Zambia,2003,Zambia
EU166735.1,2003-01-14,Zambia,2003,Zambia
EU166736.1,2003-01-14,Zambia,2003,Zambia
EU166737.1,2003-01-14,Zambia,2003,Zambia
EU166738.1,2003-01-14,Zambia,2003,Zambia
EU166739.1,2003-01-14,Zambia,2003,Zambia
EU166740.1,2003-01-14,Zambia,2003,Zambia
EU166741.1,2003-01-14,Zambia,2003,Zambia
EU166742.1,2003-01-14,Zambia,2003,Zambia
EU166743.1,2003-01-14,Zambia,2003,Zambia
EU166744.1,2003-01-14,Zambia,2003,Zambia
HM036904.1,2003-01-XX,Zambia,2003,Zambia
HM036905.1,2003-01-XX,Zambia,2003,Zambia
HM036907.1,2003-01-XX,Zambia,2003,Zambia
HM036908.1,2003-01-XX,Zambia,2003,Zambia
HM036909.1,2003-01-XX,Zambia,2003,Zambia
HM036910.1,2003-01-XX,Zambia,2003,Zambia
HM036911.1,2003-01-XX,Zambia,2003,Zambia
HM036912.1,2003-01-XX,Zambia,2003,Zambia
HM036913.1,2003-01-XX,Zambia,2003,Zambia
