name,date,unit,year,country
OQ286506.1,2013-03-20,Thailand,2013,Thailand
OQ286507.1,2013-03-20,Thailand,2013,Thailand
OQ286509.1,2013-03-20,Thailand,2013,Thailand
OQ286510.1,2013-03-20,Thailand,2013,Thailand
OQ286511.1,2013-03-20,Thailand,2013,Thailand
OQ286512.1,2013-03-20,Thailand,2013,Thailand
OQ286513.1,2013-03-20,Thailand,2013,Thailand
OQ286514.1,2013-03-20,Thailand,2013,Thailand
ON902164.1,2013-XX-XX,Thailand,2013,Thailand
OM825947.1,2013-XX-XX,Thailand,2013,Thailand
OM825948.1,2013-XX-XX,Thailand,2013,Thailand
OM825949.1,2013-XX-XX,Thailand,2013,Thailand
OM825950.1,2013-XX-XX,Thailand,2013,Thailand
OM825951.1,2013-XX-XX,Thailand,2013,Thailand
OM825952.1,2013-XX-XX,Thailand,2013,Thailand
OM825953.1,2013-XX-XX,Thailand,2013,Thailand
OM825954.1,2013-XX-XX,Thailand,2013,Thailand
OM825955.1,2013-XX-XX,Thailand,2013,Thailand
OM825956.1,2013-XX-XX,Thailand,2013,Thailand
OM825957.1,2013-XX-XX,Thailand,2013,Thailand
OM825958.1,2013-XX-XX,Thailand,2013,Thailand
OM825959.1,2013-XX-XX,Thailand,2013,Thailand
OM825960.1,2013-XX-XX,Thailand,2013,Thailand
OM825961.1,2013-XX-XX,Thailand,2013,Thailand
OM825962.1,2013-XX-XX,Thailand,2013,Thailand
OM825964.1,2013-XX-XX,Thailand,2013,Thailand
OM825965.1,2013-XX-XX,Thailand,2013,Thailand
OM825966.1,2013-XX-XX,Thailand,2013,Thailand
OM825969.1,2013-XX-XX,Thailand,2013,Thailand
OM825970.1,2013-XX-XX,Thailand,2013,Thailand
OM825971.1,2013-XX-XX,Thailand,2013,Thailand
OM825972.1,2013-XX-XX,Thailand,2013,Thailand
OM825973.1,2013-XX-XX,Thailand,2013,Thailand
OM825974.1,2013-XX-XX,Thailand,2013,Thailand
OM825975.1,2013-XX-XX,Thailand,2013,Thailand
OM825976.1,2013-XX-XX,Thailand,2013,Thailand
OM825977.1,2013-XX-XX,Thailand,2013,Thailand
OM825978.1,2013-XX-XX,Thailand,2013,Thailand
OM825979.1,2013-XX-XX,Thailand,2013,Thailand
OM825980.1,2013-XX-XX,Thailand,2013,Thailand
