name,date,unit,year,country
OM825214.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825215.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825216.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825217.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825218.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825222.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825223.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825224.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825225.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825226.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825227.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825228.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825229.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825230.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825231.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825232.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825233.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825234.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825235.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825236.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825237.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825238.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825239.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825240.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825241.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825242.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825243.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825275.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825276.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825277.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825279.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825281.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825282.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825283.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825285.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825286.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825287.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825289.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825290.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825291.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825292.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825293.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825295.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825296.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825298.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825299.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825300.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825301.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825302.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825303.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825334.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825335.1,2011-XX-XX,Tanzania,2011,Tanzania
OM825336.1,2011-XX-XX,Tanzania,2011,Tanzania
