name,date,unit,year,country
KC863239.1,2003-05-06,South Africa,2003,South Africa
KC863240.1,2003-05-06,South Africa,2003,South Africa
KC863243.1,2003-05-06,South Africa,2003,South Africa
KC863244.1,2003-05-06,South Africa,2003,South Africa
KC863245.1,2003-05-06,South Africa,2003,South Africa
KC863246.1,2003-05-06,South Africa,2003,South Africa
KC863247.1,2003-05-06,South Africa,2003,South Africa
KC863248.1,2003-05-06,South Africa,2003,South Africa
KC863249.1,2003-05-06,South Africa,2003,South Africa
KC863250.1,2003-05-06,South Africa,2003,South Africa
KC863251.1,2003-05-06,South Africa,2003,South Africa
KC863252.1,2003-05-06,South Africa,2003,South Africa
KC863253.1,2003-05-06,South Africa,2003,South Africa
KC863254.1,2003-05-06,South Africa,2003,South Africa
KC863255.1,2003-05-06,South Africa,2003,South Africa
KC863215.1,2003-05-20,South Africa,2003,South Africa
KC863216.1,2003-05-20,South Africa,2003,South Africa
KC863217.1,2003-05-20,South Africa,2003,South Africa
KC863218.1,2003-05-20,South Africa,2003,South Africa
KC863219.1,2003-05-20,South Africa,2003,South Africa
KC863220.1,2003-05-20,South Africa,2003,South Africa
KC863221.1,2003-05-20,South Africa,2003,South Africa
KC863226.1,2003-05-20,South Africa,2003,South Africa
KC863227.1,2003-05-20,South Africa,2003,South Africa
KC863228.1,2003-05-20,South Africa,2003,South Africa
KC863229.1,2003-05-20,South Africa,2003,South Africa
KC863230.1,2003-05-20,South Africa,2003,South Africa
KC863231.1,2003-05-20,South Africa,2003,South Africa
KC863232.1,2003-05-20,South Africa,2003,South Africa
KC863233.1,2003-05-20,South Africa,2003,South Africa
KC863241.1,2003-05-20,South Africa,2003,South Africa
KC863242.1,2003-05-20,South Africa,2003,South Africa
KC863222.1,2003-07-29,South Africa,2003,South Africa
KC863223.1,2003-07-29,South Africa,2003,South Africa
KC863224.1,2003-07-29,South Africa,2003,South Africa
KC863225.1,2003-07-29,South Africa,2003,South Africa
KC863256.1,2003-07-29,South Africa,2003,South Africa
KC863257.1,2003-07-29,South Africa,2003,South Africa
KC863258.1,2003-07-29,South Africa,2003,South Africa
KC863259.1,2003-07-29,South Africa,2003,South Africa
KC863260.1,2003-07-29,South Africa,2003,South Africa
KC863261.1,2003-07-29,South Africa,2003,South Africa
KC863262.1,2003-07-29,South Africa,2003,South Africa
KC863263.1,2003-07-29,South Africa,2003,South Africa
KC863264.1,2003-07-29,South Africa,2003,South Africa
KC863265.1,2003-07-29,South Africa,2003,South Africa
KC863266.1,2003-07-29,South Africa,2003,South Africa
KC863267.1,2003-07-29,South Africa,2003,South Africa
KC863268.1,2003-07-29,South Africa,2003,South Africa
KC863269.1,2003-07-29,South Africa,2003,South Africa
KC863270.1,2003-07-29,South Africa,2003,South Africa
AY901967.1,2003-09-XX,South Africa,2003,South Africa
