name,date,unit,season,country
MG815810.1,2017-11-06,Kenya,2017-2018,Kenya
MG815811.1,2017-11-08,Kenya,2017-2018,Kenya
MH356637.1,2018-01-15,Kenya,2017-2018,Kenya
OR873658.1,2018-01-22,Kenya,2017-2018,Kenya
MH356638.1,2018-02-02,Kenya,2017-2018,Kenya
MH356639.1,2018-02-05,Kenya,2017-2018,Kenya
MH356640.1,2018-02-05,Kenya,2017-2018,Kenya
MH356641.1,2018-02-13,Kenya,2017-2018,Kenya
MH356642.1,2018-02-15,Kenya,2017-2018,Kenya
OR873662.1,2018-02-19,Kenya,2017-2018,Kenya
OR873661.1,2018-02-20,Kenya,2017-2018,Kenya
MH356643.1,2018-02-20,Kenya,2017-2018,Kenya
OR873664.1,2018-02-26,Kenya,2017-2018,Kenya
MH356644.1,2018-02-26,Kenya,2017-2018,Kenya
MH356645.1,2018-02-26,Kenya,2017-2018,Kenya
OR873821.1,2018-03-05,Kenya,2017-2018,Kenya
OR873823.1,2018-03-05,Kenya,2017-2018,Kenya
OR874000.1,2018-03-12,Kenya,2017-2018,Kenya
OR873800.1,2018-03-13,Kenya,2017-2018,Kenya
MH356646.1,2018-03-XX,Kenya,2017-2018,Kenya
MH356647.1,2018-03-XX,Kenya,2017-2018,Kenya
OR873666.1,2018-03-19,Kenya,2017-2018,Kenya
OR873669.1,2018-03-20,Kenya,2017-2018,Kenya
OR874001.1,2018-03-24,Kenya,2017-2018,Kenya
OR874003.1,2018-03-26,Kenya,2017-2018,Kenya
OR873733.1,2018-03-27,Kenya,2017-2018,Kenya
OR873802.1,2018-04-03,Kenya,2017-2018,Kenya
OR873804.1,2018-04-03,Kenya,2017-2018,Kenya
OR873805.1,2018-04-03,Kenya,2017-2018,Kenya
OR873673.1,2018-04-04,Kenya,2017-2018,Kenya
OR873674.1,2018-04-04,Kenya,2017-2018,Kenya
OR873723.1,2018-04-04,Kenya,2017-2018,Kenya
OR873904.1,2018-04-09,Kenya,2017-2018,Kenya
OR873675.1,2018-04-10,Kenya,2017-2018,Kenya
OR873816.1,2018-04-11,Kenya,2017-2018,Kenya
OR874004.1,2018-04-13,Kenya,2017-2018,Kenya
OR874005.1,2018-04-14,Kenya,2017-2018,Kenya
OR873793.1,2018-04-16,Kenya,2017-2018,Kenya
OR873794.1,2018-04-16,Kenya,2017-2018,Kenya
OR873667.1,2018-04-17,Kenya,2017-2018,Kenya
OR873798.1,2018-04-23,Kenya,2017-2018,Kenya
OR873828.1,2018-05-07,Kenya,2017-2018,Kenya
MK692775.1,2018-05-14,Kenya,2017-2018,Kenya
