name,date,unit,season,country
HM347370.1,2009-10-05,Kenya,2009-2010,Kenya
HM347400.1,2009-10-05,Kenya,2009-2010,Kenya
HM347407.1,2009-10-05,Kenya,2009-2010,Kenya
HM347357.1,2009-10-06,Kenya,2009-2010,Kenya
HM347382.1,2009-10-06,Kenya,2009-2010,Kenya
HM347401.1,2009-10-06,Kenya,2009-2010,Kenya
OR873958.1,2009-10-07,Kenya,2009-2010,Kenya
HM347387.1,2009-10-07,Kenya,2009-2010,Kenya
HM347408.1,2009-10-07,Kenya,2009-2010,Kenya
OR874002.1,2009-10-08,Kenya,2009-2010,Kenya
HM347371.1,2009-10-08,Kenya,2009-2010,Kenya
HM347402.1,2009-10-08,Kenya,2009-2010,Kenya
OR873744.1,2009-10-09,Kenya,2009-2010,Kenya
HM347388.1,2009-10-09,Kenya,2009-2010,Kenya
HM347404.1,2009-10-09,Kenya,2009-2010,Kenya
HM347415.1,2009-10-09,Kenya,2009-2010,Kenya
HM347423.1,2009-10-09,Kenya,2009-2010,Kenya
OR873663.1,2009-10-12,Kenya,2009-2010,Kenya
HM347374.1,2009-10-12,Kenya,2009-2010,Kenya
HM347409.1,2009-10-12,Kenya,2009-2010,Kenya
HM347422.1,2009-10-12,Kenya,2009-2010,Kenya
HM347360.1,2009-10-13,Kenya,2009-2010,Kenya
HM347361.1,2009-10-13,Kenya,2009-2010,Kenya
HM347389.1,2009-10-13,Kenya,2009-2010,Kenya
HM347405.1,2009-10-13,Kenya,2009-2010,Kenya
HM347416.1,2009-10-13,Kenya,2009-2010,Kenya
OR873959.1,2009-10-14,Kenya,2009-2010,Kenya
HM347383.1,2009-10-14,Kenya,2009-2010,Kenya
HM347406.1,2009-10-14,Kenya,2009-2010,Kenya
HM347362.1,2009-10-16,Kenya,2009-2010,Kenya
HM347417.1,2009-10-16,Kenya,2009-2010,Kenya
HM347418.1,2009-10-17,Kenya,2009-2010,Kenya
OR873962.1,2009-10-18,Kenya,2009-2010,Kenya
OR873960.1,2009-10-19,Kenya,2009-2010,Kenya
OR873961.1,2009-10-19,Kenya,2009-2010,Kenya
HM347363.1,2009-10-19,Kenya,2009-2010,Kenya
HM347372.1,2009-10-19,Kenya,2009-2010,Kenya
HM347410.1,2009-10-19,Kenya,2009-2010,Kenya
OR873906.1,2009-10-21,Kenya,2009-2010,Kenya
OR873963.1,2009-10-21,Kenya,2009-2010,Kenya
HM347373.1,2009-10-21,Kenya,2009-2010,Kenya
HM347375.1,2009-10-21,Kenya,2009-2010,Kenya
HM347376.1,2009-10-21,Kenya,2009-2010,Kenya
HM347390.1,2009-10-21,Kenya,2009-2010,Kenya
OR873748.1,2009-10-22,Kenya,2009-2010,Kenya
OR873750.1,2009-10-22,Kenya,2009-2010,Kenya
OR873907.1,2009-10-22,Kenya,2009-2010,Kenya
HM347364.1,2009-10-22,Kenya,2009-2010,Kenya
HM347384.1,2009-10-22,Kenya,2009-2010,Kenya
HM347391.1,2009-10-22,Kenya,2009-2010,Kenya
HM347392.1,2009-10-22,Kenya,2009-2010,Kenya
HM347393.1,2009-10-22,Kenya,2009-2010,Kenya
HM347403.1,2009-10-22,Kenya,2009-2010,Kenya
HM347411.1,2009-10-22,Kenya,2009-2010,Kenya
HM347419.1,2009-10-22,Kenya,2009-2010,Kenya
HM347365.1,2009-10-23,Kenya,2009-2010,Kenya
HM347366.1,2009-10-23,Kenya,2009-2010,Kenya
HM347385.1,2009-10-23,Kenya,2009-2010,Kenya
HM347394.1,2009-10-23,Kenya,2009-2010,Kenya
HM347412.1,2009-10-23,Kenya,2009-2010,Kenya
HM347414.1,2009-10-23,Kenya,2009-2010,Kenya
OR873875.1,2009-10-26,Kenya,2009-2010,Kenya
HM347358.1,2009-10-26,Kenya,2009-2010,Kenya
HM347359.1,2009-10-26,Kenya,2009-2010,Kenya
HM347377.1,2009-10-26,Kenya,2009-2010,Kenya
HM347378.1,2009-10-26,Kenya,2009-2010,Kenya
HM347395.1,2009-10-26,Kenya,2009-2010,Kenya
HM347420.1,2009-10-26,Kenya,2009-2010,Kenya
HM347421.1,2009-10-26,Kenya,2009-2010,Kenya
OR873730.1,2009-10-27,Kenya,2009-2010,Kenya
HM347379.1,2009-10-27,Kenya,2009-2010,Kenya
HM347396.1,2009-10-27,Kenya,2009-2010,Kenya
HM347413.1,2009-10-27,Kenya,2009-2010,Kenya
OR873871.1,2009-10-28,Kenya,2009-2010,Kenya
HM347380.1,2009-10-28,Kenya,2009-2010,Kenya
OR873872.1,2009-10-29,Kenya,2009-2010,Kenya
HM347397.1,2009-10-29,Kenya,2009-2010,Kenya
OR873753.1,2009-10-30,Kenya,2009-2010,Kenya
HM347367.1,2009-10-30,Kenya,2009-2010,Kenya
HM347368.1,2009-10-30,Kenya,2009-2010,Kenya
HM347369.1,2009-10-30,Kenya,2009-2010,Kenya
HM347381.1,2009-10-30,Kenya,2009-2010,Kenya
HM347386.1,2009-10-30,Kenya,2009-2010,Kenya
HM347398.1,2009-10-30,Kenya,2009-2010,Kenya
HM347399.1,2009-10-30,Kenya,2009-2010,Kenya
OR873873.1,2009-11-02,Kenya,2009-2010,Kenya
OR873665.1,2009-11-03,Kenya,2009-2010,Kenya
OR873874.1,2009-11-03,Kenya,2009-2010,Kenya
OR873751.1,2009-11-04,Kenya,2009-2010,Kenya
OR873876.1,2009-11-04,Kenya,2009-2010,Kenya
OR873909.1,2009-11-04,Kenya,2009-2010,Kenya
OR873910.1,2009-11-05,Kenya,2009-2010,Kenya
OR873877.1,2009-11-06,Kenya,2009-2010,Kenya
OR873911.1,2009-11-06,Kenya,2009-2010,Kenya
OR873878.1,2009-11-09,Kenya,2009-2010,Kenya
OR873752.1,2009-11-10,Kenya,2009-2010,Kenya
OR873879.1,2009-11-10,Kenya,2009-2010,Kenya
OR873880.1,2009-11-10,Kenya,2009-2010,Kenya
OR873881.1,2009-11-10,Kenya,2009-2010,Kenya
OR873912.1,2009-11-10,Kenya,2009-2010,Kenya
OR873743.1,2009-11-11,Kenya,2009-2010,Kenya
OR873882.1,2009-11-13,Kenya,2009-2010,Kenya
