name,date,unit,season,country
KU821074.1,2016-01-25,Canada: Quebec,2015-2016,Canada
MF195586.1,2016-01-26,Canada: Quebec,2015-2016,Canada
MF195587.1,2016-02-02,Canada: Quebec,2015-2016,Canada
MF195588.1,2016-02-09,Canada: Quebec,2015-2016,Canada
MF195589.1,2016-02-09,Canada: Quebec,2015-2016,Canada
MF195590.1,2016-02-09,Canada: Quebec,2015-2016,Canada
KU821075.1,2016-02-10,Canada: Quebec,2015-2016,Canada
MF195591.1,2016-02-12,Canada: Quebec,2015-2016,Canada
KU821077.1,2016-02-12,Canada: Quebec,2015-2016,Canada
KU821078.1,2016-02-12,Canada: Quebec,2015-2016,Canada
KU821076.1,2016-02-14,Canada: Quebec,2015-2016,Canada
MF195594.1,2016-02-15,Canada: Quebec,2015-2016,Canada
MF195600.1,2016-02-15,Canada: Quebec,2015-2016,Canada
MF195602.1,2016-02-15,Canada: Quebec,2015-2016,Canada
MF195595.1,2016-02-16,Canada: Quebec,2015-2016,Canada
MF195596.1,2016-02-16,Canada: Quebec,2015-2016,Canada
MF195592.1,2016-02-17,Canada: Quebec,2015-2016,Canada
MF195593.1,2016-02-17,Canada: Quebec,2015-2016,Canada
MF195598.1,2016-02-17,Canada: Quebec,2015-2016,Canada
MF195601.1,2016-02-17,Canada: Quebec,2015-2016,Canada
MF195597.1,2016-02-18,Canada: Quebec,2015-2016,Canada
MF195599.1,2016-02-18,Canada: Quebec,2015-2016,Canada
MF195603.1,2016-02-18,Canada: Quebec,2015-2016,Canada
MF195604.1,2016-02-18,Canada: Quebec,2015-2016,Canada
MF195610.1,2016-02-18,Canada: Quebec,2015-2016,Canada
MF195605.1,2016-02-19,Canada: Quebec,2015-2016,Canada
MF195607.1,2016-02-19,Canada: Quebec,2015-2016,Canada
MF195609.1,2016-02-19,Canada: Quebec,2015-2016,Canada
MF195608.1,2016-02-20,Canada: Quebec,2015-2016,Canada
MF195611.1,2016-02-20,Canada: Quebec,2015-2016,Canada
MF195606.1,2016-02-22,Canada: Quebec,2015-2016,Canada
MF195612.1,2016-02-22,Canada: Quebec,2015-2016,Canada
MF195613.1,2016-02-22,Canada: Quebec,2015-2016,Canada
MF195615.1,2016-02-22,Canada: Quebec,2015-2016,Canada
MF195616.1,2016-02-22,Canada: Quebec,2015-2016,Canada
MF195614.1,2016-02-23,Canada: Quebec,2015-2016,Canada
MF195622.1,2016-02-23,Canada: Quebec,2015-2016,Canada
MF195623.1,2016-02-23,Canada: Quebec,2015-2016,Canada
MF195617.1,2016-02-24,Canada: Quebec,2015-2016,Canada
MF195618.1,2016-02-24,Canada: Quebec,2015-2016,Canada
MF195619.1,2016-02-24,Canada: Quebec,2015-2016,Canada
MF195620.1,2016-02-24,Canada: Quebec,2015-2016,Canada
MF195624.1,2016-02-24,Canada: Quebec,2015-2016,Canada
MF195621.1,2016-02-25,Canada: Quebec,2015-2016,Canada
MF195625.1,2016-02-25,Canada: Quebec,2015-2016,Canada
MF195626.1,2016-02-25,Canada: Quebec,2015-2016,Canada
MF195630.1,2016-02-25,Canada: Quebec,2015-2016,Canada
MF195632.1,2016-02-25,Canada: Quebec,2015-2016,Canada
MF195627.1,2016-02-26,Canada: Quebec,2015-2016,Canada
MF195628.1,2016-02-26,Canada: Quebec,2015-2016,Canada
MF195629.1,2016-02-26,Canada: Quebec,2015-2016,Canada
MF195633.1,2016-02-27,Canada: Quebec,2015-2016,Canada
MF195634.1,2016-02-28,Canada: Quebec,2015-2016,Canada
MF195635.1,2016-02-28,Canada: Quebec,2015-2016,Canada
MF195631.1,2016-02-29,Canada: Quebec,2015-2016,Canada
MF195636.1,2016-02-29,Canada: Quebec,2015-2016,Canada
MF195638.1,2016-02-29,Canada: Quebec,2015-2016,Canada
MF195639.1,2016-02-29,Canada: Quebec,2015-2016,Canada
MF195637.1,2016-03-02,Canada: Quebec,2015-2016,Canada
MF195640.1,2016-03-02,Canada: Quebec,2015-2016,Canada
MF195641.1,2016-03-02,Canada: Quebec,2015-2016,Canada
MF195642.1,2016-03-02,Canada: Quebec,2015-2016,Canada
MF195643.1,2016-03-03,Canada: Quebec,2015-2016,Canada
MF195644.1,2016-03-03,Canada: Quebec,2015-2016,Canada
MF195646.1,2016-03-03,Canada: Quebec,2015-2016,Canada
MF195647.1,2016-03-03,Canada: Quebec,2015-2016,Canada
MF195648.1,2016-03-03,Canada: Quebec,2015-2016,Canada
MF195649.1,2016-03-03,Canada: Quebec,2015-2016,Canada
MF195650.1,2016-03-03,Canada: Quebec,2015-2016,Canada
MF195645.1,2016-03-04,Canada: Quebec,2015-2016,Canada
MF195658.1,2016-03-06,Canada: Quebec,2015-2016,Canada
MF195653.1,2016-03-07,Canada: Quebec,2015-2016,Canada
MF195654.1,2016-03-07,Canada: Quebec,2015-2016,Canada
MF195655.1,2016-03-07,Canada: Quebec,2015-2016,Canada
MF195651.1,2016-03-08,Canada: Quebec,2015-2016,Canada
MF195652.1,2016-03-08,Canada: Quebec,2015-2016,Canada
MF195659.1,2016-03-08,Canada: Quebec,2015-2016,Canada
MF195660.1,2016-03-08,Canada: Quebec,2015-2016,Canada
MF195662.1,2016-03-08,Canada: Quebec,2015-2016,Canada
MF195656.1,2016-03-09,Canada: Quebec,2015-2016,Canada
MF195657.1,2016-03-09,Canada: Quebec,2015-2016,Canada
MF195661.1,2016-03-09,Canada: Quebec,2015-2016,Canada
MF195663.1,2016-03-09,Canada: Quebec,2015-2016,Canada
MF195664.1,2016-03-10,Canada: Quebec,2015-2016,Canada
MF195665.1,2016-03-10,Canada: Quebec,2015-2016,Canada
MF195667.1,2016-03-11,Canada: Quebec,2015-2016,Canada
MF195668.1,2016-03-11,Canada: Quebec,2015-2016,Canada
MF195670.1,2016-03-11,Canada: Quebec,2015-2016,Canada
MF195675.1,2016-03-11,Canada: Quebec,2015-2016,Canada
MF195676.1,2016-03-11,Canada: Quebec,2015-2016,Canada
MF195677.1,2016-03-11,Canada: Quebec,2015-2016,Canada
MF195671.1,2016-03-12,Canada: Quebec,2015-2016,Canada
MF195669.1,2016-03-13,Canada: Quebec,2015-2016,Canada
MF195666.1,2016-03-14,Canada: Quebec,2015-2016,Canada
MF195672.1,2016-03-14,Canada: Quebec,2015-2016,Canada
MF195679.1,2016-03-14,Canada: Quebec,2015-2016,Canada
MF195680.1,2016-03-14,Canada: Quebec,2015-2016,Canada
MF195681.1,2016-03-14,Canada: Quebec,2015-2016,Canada
MF195673.1,2016-03-15,Canada: Quebec,2015-2016,Canada
MF195674.1,2016-03-15,Canada: Quebec,2015-2016,Canada
MF195678.1,2016-03-15,Canada: Quebec,2015-2016,Canada
MF195682.1,2016-03-16,Canada: Quebec,2015-2016,Canada
MF195683.1,2016-03-17,Canada: Quebec,2015-2016,Canada
MF195684.1,2016-03-17,Canada: Quebec,2015-2016,Canada
MF195685.1,2016-03-20,Canada: Quebec,2015-2016,Canada
MF195686.1,2016-03-20,Canada: Quebec,2015-2016,Canada
MF195687.1,2016-03-21,Canada: Quebec,2015-2016,Canada
MF195688.1,2016-03-22,Canada: Quebec,2015-2016,Canada
MF195689.1,2016-03-23,Canada: Quebec,2015-2016,Canada
MF195690.1,2016-03-23,Canada: Quebec,2015-2016,Canada
MF195692.1,2016-03-25,Canada: Quebec,2015-2016,Canada
MF195694.1,2016-03-25,Canada: Quebec,2015-2016,Canada
MF195693.1,2016-03-26,Canada: Quebec,2015-2016,Canada
MF195691.1,2016-03-28,Canada: Quebec,2015-2016,Canada
MF195696.1,2016-03-29,Canada: Quebec,2015-2016,Canada
MF195704.1,2016-03-29,Canada: Quebec,2015-2016,Canada
MF195695.1,2016-03-31,Canada: Quebec,2015-2016,Canada
MF195697.1,2016-03-31,Canada: Quebec,2015-2016,Canada
MF195699.1,2016-04-03,Canada: Quebec,2015-2016,Canada
MF195698.1,2016-04-04,Canada: Quebec,2015-2016,Canada
MF195700.1,2016-04-07,Canada: Quebec,2015-2016,Canada
MF195702.1,2016-04-09,Canada: Quebec,2015-2016,Canada
MF195701.1,2016-04-10,Canada: Quebec,2015-2016,Canada
MF195703.1,2016-04-17,Canada: Quebec,2015-2016,Canada
