name,date,unit,season,country
MF195413.1,2016-01-04,Canada: Ontario,2015-2016,Canada
MF195414.1,2016-01-05,Canada: Ontario,2015-2016,Canada
MF195415.1,2016-01-06,Canada: Ontario,2015-2016,Canada
MF195416.1,2016-01-07,Canada: Ontario,2015-2016,Canada
MF195417.1,2016-01-10,Canada: Ontario,2015-2016,Canada
MF348042.1,2016-01-13,Canada: Ontario,2015-2016,Canada
MF348043.1,2016-01-16,Canada: Ontario,2015-2016,Canada
MF348044.1,2016-01-20,Canada: Ontario,2015-2016,Canada
MF348045.1,2016-01-21,Canada: Ontario,2015-2016,Canada
MF348046.1,2016-01-21,Canada: Ontario,2015-2016,Canada
MF348047.1,2016-01-26,Canada: Ontario,2015-2016,Canada
MF348048.1,2016-01-27,Canada: Ontario,2015-2016,Canada
MF348049.1,2016-01-27,Canada: Ontario,2015-2016,Canada
MF348050.1,2016-01-27,Canada: Ontario,2015-2016,Canada
MF348051.1,2016-01-28,Canada: Ontario,2015-2016,Canada
MF348052.1,2016-02-01,Canada: Ontario,2015-2016,Canada
MF348053.1,2016-02-01,Canada: Ontario,2015-2016,Canada
MF348054.1,2016-02-01,Canada: Ontario,2015-2016,Canada
MF348055.1,2016-02-01,Canada: Ontario,2015-2016,Canada
MF195418.1,2016-02-02,Canada: Ontario,2015-2016,Canada
MF348056.1,2016-02-03,Canada: Ontario,2015-2016,Canada
MF348057.1,2016-02-04,Canada: Ontario,2015-2016,Canada
MF348058.1,2016-02-04,Canada: Ontario,2015-2016,Canada
MF348059.1,2016-02-04,Canada: Ontario,2015-2016,Canada
MF348061.1,2016-02-05,Canada: Ontario,2015-2016,Canada
MF195421.1,2016-02-05,Canada: Ontario,2015-2016,Canada
MF348060.1,2016-02-07,Canada: Ontario,2015-2016,Canada
MF348062.1,2016-02-08,Canada: Ontario,2015-2016,Canada
MF348065.1,2016-02-08,Canada: Ontario,2015-2016,Canada
MF348066.1,2016-02-08,Canada: Ontario,2015-2016,Canada
MF195419.1,2016-02-08,Canada: Ontario,2015-2016,Canada
MF195420.1,2016-02-08,Canada: Ontario,2015-2016,Canada
MF348063.1,2016-02-09,Canada: Ontario,2015-2016,Canada
MF348064.1,2016-02-09,Canada: Ontario,2015-2016,Canada
MF195422.1,2016-02-10,Canada: Ontario,2015-2016,Canada
MF195445.1,2016-02-10,Canada: Ontario,2015-2016,Canada
MF195424.1,2016-02-15,Canada: Ontario,2015-2016,Canada
MF195426.1,2016-02-15,Canada: Ontario,2015-2016,Canada
MF195423.1,2016-02-16,Canada: Ontario,2015-2016,Canada
MF195425.1,2016-02-16,Canada: Ontario,2015-2016,Canada
MF195427.1,2016-02-16,Canada: Ontario,2015-2016,Canada
MF195428.1,2016-02-16,Canada: Ontario,2015-2016,Canada
MF195429.1,2016-02-17,Canada: Ontario,2015-2016,Canada
MF195431.1,2016-02-17,Canada: Ontario,2015-2016,Canada
MF195434.1,2016-02-17,Canada: Ontario,2015-2016,Canada
MF195430.1,2016-02-18,Canada: Ontario,2015-2016,Canada
MF195432.1,2016-02-18,Canada: Ontario,2015-2016,Canada
MF195433.1,2016-02-18,Canada: Ontario,2015-2016,Canada
MF195436.1,2016-02-18,Canada: Ontario,2015-2016,Canada
MF195440.1,2016-02-19,Canada: Ontario,2015-2016,Canada
MF195441.1,2016-02-19,Canada: Ontario,2015-2016,Canada
MF195449.1,2016-02-19,Canada: Ontario,2015-2016,Canada
MF195455.1,2016-02-19,Canada: Ontario,2015-2016,Canada
MF195437.1,2016-02-21,Canada: Ontario,2015-2016,Canada
MF195439.1,2016-02-21,Canada: Ontario,2015-2016,Canada
MF195435.1,2016-02-22,Canada: Ontario,2015-2016,Canada
MF195438.1,2016-02-22,Canada: Ontario,2015-2016,Canada
MF195442.1,2016-02-22,Canada: Ontario,2015-2016,Canada
MF195443.1,2016-02-22,Canada: Ontario,2015-2016,Canada
MF195446.1,2016-02-22,Canada: Ontario,2015-2016,Canada
MF195447.1,2016-02-22,Canada: Ontario,2015-2016,Canada
MF195450.1,2016-02-22,Canada: Ontario,2015-2016,Canada
MF195460.1,2016-02-22,Canada: Ontario,2015-2016,Canada
MF195444.1,2016-02-23,Canada: Ontario,2015-2016,Canada
MF195448.1,2016-02-23,Canada: Ontario,2015-2016,Canada
MF195456.1,2016-02-23,Canada: Ontario,2015-2016,Canada
MF195457.1,2016-02-23,Canada: Ontario,2015-2016,Canada
MF195451.1,2016-02-24,Canada: Ontario,2015-2016,Canada
MF195452.1,2016-02-24,Canada: Ontario,2015-2016,Canada
MF195454.1,2016-02-24,Canada: Ontario,2015-2016,Canada
MF195458.1,2016-02-24,Canada: Ontario,2015-2016,Canada
MF195459.1,2016-02-24,Canada: Ontario,2015-2016,Canada
MF195461.1,2016-02-24,Canada: Ontario,2015-2016,Canada
MF195453.1,2016-02-25,Canada: Ontario,2015-2016,Canada
MF195479.1,2016-02-25,Canada: Ontario,2015-2016,Canada
MF195462.1,2016-02-26,Canada: Ontario,2015-2016,Canada
MF195463.1,2016-02-26,Canada: Ontario,2015-2016,Canada
MF195464.1,2016-02-26,Canada: Ontario,2015-2016,Canada
MF195466.1,2016-02-26,Canada: Ontario,2015-2016,Canada
MF195467.1,2016-02-26,Canada: Ontario,2015-2016,Canada
MF195469.1,2016-02-26,Canada: Ontario,2015-2016,Canada
MF195468.1,2016-02-27,Canada: Ontario,2015-2016,Canada
MF195465.1,2016-02-29,Canada: Ontario,2015-2016,Canada
MF195471.1,2016-02-29,Canada: Ontario,2015-2016,Canada
MF195472.1,2016-02-29,Canada: Ontario,2015-2016,Canada
MF195474.1,2016-02-29,Canada: Ontario,2015-2016,Canada
MF195475.1,2016-02-29,Canada: Ontario,2015-2016,Canada
MF195477.1,2016-02-29,Canada: Ontario,2015-2016,Canada
MF195478.1,2016-02-29,Canada: Ontario,2015-2016,Canada
MF195481.1,2016-02-29,Canada: Ontario,2015-2016,Canada
MF195482.1,2016-02-29,Canada: Ontario,2015-2016,Canada
MF195483.1,2016-02-29,Canada: Ontario,2015-2016,Canada
MF195486.1,2016-02-29,Canada: Ontario,2015-2016,Canada
MF195487.1,2016-02-29,Canada: Ontario,2015-2016,Canada
MF195470.1,2016-03-01,Canada: Ontario,2015-2016,Canada
MF195473.1,2016-03-01,Canada: Ontario,2015-2016,Canada
MF195476.1,2016-03-01,Canada: Ontario,2015-2016,Canada
MF195484.1,2016-03-01,Canada: Ontario,2015-2016,Canada
MF195485.1,2016-03-01,Canada: Ontario,2015-2016,Canada
MF195583.1,2016-03-01,Canada: Ontario,2015-2016,Canada
MF195584.1,2016-03-01,Canada: Ontario,2015-2016,Canada
MF195480.1,2016-03-02,Canada: Ontario,2015-2016,Canada
MF195488.1,2016-03-02,Canada: Ontario,2015-2016,Canada
MF195489.1,2016-03-02,Canada: Ontario,2015-2016,Canada
MF195490.1,2016-03-02,Canada: Ontario,2015-2016,Canada
MF195491.1,2016-03-02,Canada: Ontario,2015-2016,Canada
MF195492.1,2016-03-02,Canada: Ontario,2015-2016,Canada
MF195493.1,2016-03-03,Canada: Ontario,2015-2016,Canada
MF195495.1,2016-03-03,Canada: Ontario,2015-2016,Canada
MF195503.1,2016-03-03,Canada: Ontario,2015-2016,Canada
MF195494.1,2016-03-04,Canada: Ontario,2015-2016,Canada
MF195500.1,2016-03-04,Canada: Ontario,2015-2016,Canada
MF195514.1,2016-03-04,Canada: Ontario,2015-2016,Canada
MF195496.1,2016-03-05,Canada: Ontario,2015-2016,Canada
MF195501.1,2016-03-05,Canada: Ontario,2015-2016,Canada
MF195497.1,2016-03-06,Canada: Ontario,2015-2016,Canada
MF195502.1,2016-03-06,Canada: Ontario,2015-2016,Canada
MF195498.1,2016-03-07,Canada: Ontario,2015-2016,Canada
MF195499.1,2016-03-07,Canada: Ontario,2015-2016,Canada
MF195504.1,2016-03-07,Canada: Ontario,2015-2016,Canada
MF195505.1,2016-03-07,Canada: Ontario,2015-2016,Canada
MF195506.1,2016-03-07,Canada: Ontario,2015-2016,Canada
MF195507.1,2016-03-08,Canada: Ontario,2015-2016,Canada
MF195508.1,2016-03-08,Canada: Ontario,2015-2016,Canada
MF195510.1,2016-03-08,Canada: Ontario,2015-2016,Canada
MF195511.1,2016-03-08,Canada: Ontario,2015-2016,Canada
MF195512.1,2016-03-08,Canada: Ontario,2015-2016,Canada
MF195515.1,2016-03-08,Canada: Ontario,2015-2016,Canada
MF195516.1,2016-03-08,Canada: Ontario,2015-2016,Canada
MF195517.1,2016-03-08,Canada: Ontario,2015-2016,Canada
MF195520.1,2016-03-08,Canada: Ontario,2015-2016,Canada
MF195509.1,2016-03-09,Canada: Ontario,2015-2016,Canada
MF195513.1,2016-03-09,Canada: Ontario,2015-2016,Canada
MF195518.1,2016-03-09,Canada: Ontario,2015-2016,Canada
MF195522.1,2016-03-09,Canada: Ontario,2015-2016,Canada
MF195525.1,2016-03-09,Canada: Ontario,2015-2016,Canada
MF195526.1,2016-03-09,Canada: Ontario,2015-2016,Canada
MF195527.1,2016-03-09,Canada: Ontario,2015-2016,Canada
MF195519.1,2016-03-10,Canada: Ontario,2015-2016,Canada
MF195521.1,2016-03-10,Canada: Ontario,2015-2016,Canada
